30075445, Morris Park Bake Shop, 1007, -73.856077, 40.848447, Morris Park Ave, 10462, Bronx, Bakery
40369400, White Horse Tavern, 25, -74.012376, 40.703721, Bridge Street, 10004, Manhattan, American
40369418, Caffe Reggio, 119, -74.00041689999999, 40.7302678, Mac Dougal Street, 10012, Manhattan, Caf\u00e9/Coffee/Tea
40369461, Cafe Un Deux Trois, 123, -73.984126, 40.7567949, West   44 Street, 10036, Manhattan, French
40369482, Armando'S Pizza, 1366, -73.88228649999999, 40.6481972, Pennsylvania Avenue, 11239, Brooklyn, Pizza
40369495, Dan Tempura, 2018, -73.9818416, 40.7760336, Broadway, 10023, Manhattan, Japanese
40369521, Knickerbocker Bar & Grill, 33, -73.994428, 40.7320132, University Place, 10003, Manhattan, American
40369535, Mcdonald'S, 395, -73.9808063, 40.6895078, Flatbush Avenue Extension, 11201, Brooklyn, Hamburgers
40369580, El Pote Espanol, 718, -73.9735762, 40.74754, 2 Avenue, 10016, Manhattan, Latin
40369597, Cafe Capri, 427, -73.94523509999999, 40.7177182, Graham Avenue, 11211, Brooklyn, Caf\u00e9/Coffee/Tea
40369601, Bronx Grill, 2375, -73.85534559999999, 40.8426433, East Tremont Avenue, 10462, Bronx, American
40369608, The River Cafe, 1, -73.99472279999999, 40.703195, Water Street, 11201, Brooklyn, American
40369619, Mudville Saloon, 126, -74.00893959999999, 40.7151413, Chambers Street, 10007, Manhattan, American
40369641, Johnny'S Reef Restaurant, 2, -73.7826735, 40.8377713, City Island Ave, 10464, Bronx, Seafood
40369667, White Castle, 846, -73.9321666, 40.6632351, Empire Boulevard, 11213, Brooklyn, Hamburgers
40369669, White Castle, 2701, -72.7329266, 41.3099228, Boston Post Road, 10467, Bronx, Hamburgers
40369675, White Castle, 43-02, -73.92126499999999, 40.743009, Queens Boulevard, 11104, Queens, Hamburgers
40369676, White Castle, 4202, -73.993031, 40.6417669, Ft Hamilton Parkway, 11219, Brooklyn, Hamburgers
40369716, Ferdinando'S Restaurant, 151, -74.00184349999999, 40.684236, Union Street, 11231, Brooklyn, Italian
40369724, Mcdonald'S, 106-15, -73.8451846, 40.7200906, 71 Avenue, 11375, Queens, Hamburgers
40369753, Viand Cafe, 1011, -73.9623333, 40.7757194, Madison Avenue, 10075, Manhattan, American
40369759, Nectar Coffee Shop, 1022, -73.9624221, 40.77620840000001, Madison Avenue, 10075, Manhattan, American
40369775, The Cupping Room, 359, -74.0030657, 40.7230087, West Broadway, 10013, Manhattan, American
40369782, Mcdonald'S, 701, -73.9308722, 40.656262, Utica Avenue, 11203, Brooklyn, Hamburgers
40369810, Pete'S Tavern, 129, -73.9866918, 40.7364597, East   18 Street, 10003, Manhattan, American
40369849, Gino'S Pizzeria, 61-32, -73.7566136, 40.7483444, Springfield Boulevard, 11364, Queens, Pizza/Italian
40369869, Jim Brady'S Restaurant, 75, -74.0075542, 40.7077614, Maiden Lane, 10038, Manhattan, Irish
40369878, Villa Mosconi Restaurant, 69, -74.00200099999999, 40.7285929, Macdougal Street, 10012, Manhattan, Italian
40369895, P & K'S Grill, 170, -73.9035553, 40.878342, West  231 Street, 10463, Bronx, American
40369915, Mcdonald'S, 576581, -73.9030535, 40.8812538, Broadway, 10463, Bronx, Hamburgers
40369928, Reme Restaurant, 4021, -73.9395471, 40.8420198, Broadway, 10032, Manhattan, American
40369940, The New Amity Restaurant, 1134, -73.9598324, 40.7798381, Madison Avenue, 10028, Manhattan, American
40369954, Volare Restaurant, 147, -74.00041259999999, 40.7315763, West Fourth Street, 10012, Manhattan, Italian
40369958, Sparks Steak House, 210, -73.97212999999999, 40.7528838, East   46 Street, 10017, Manhattan, Steak
40369983, The Dart Inn, 83-18, -73.807954, 40.715159, Parsons Boulevard, 11432, Queens, American
40370015, Bamonte'S Restaurant, 32, -73.951199, 40.7166026, Withers Street, 11211, Brooklyn, Italian
40370091, Pizza Town, 1827, -73.8456653, 40.7823455, College Point Boulevard, 11356, Queens, Pizza
40370146, Mcdonald'S, 427, -73.9996841, 40.7543101, 10 Avenue, 10001, Manhattan, Hamburgers
40370150, John Mulligan'S Fireside Pub, 4272, -73.86720489999999, 40.8977501, Katonah Avenue, 10470, Bronx, American
40370167, Burger King, 22210, -73.759249, 40.761574, Northern Boulevard, 11361, Queens, Hamburgers
40370168, Ear Inn, 326, -74.0094737, 40.7258405, Spring Street, 10013, Manhattan, American
40370238, Burger King, 6815, -73.89707140000002, 40.7543896, Northern Boulevard, 11377, Queens, Hamburgers
40370239, Burger King, 14474, -73.8206678, 40.7647441, Northern Boulevard, 11354, Queens, Hamburgers
40370243, Mughlai Restaurant, 320, -73.977597, 40.779593, Columbus Avenue, 10023, Manhattan, Indian
40370342, Greenpoint Tavern, 188, -73.9581492, 40.7177363, Bedford Avenue, 11249, Brooklyn, American
40370356, Mcdonald'S, 3267, -74.1680654, 40.5595469, Richmond Avenue, 10312, Staten, Hamburgers
40370425, Tony'S Pizzeria, 336, -73.922642, 40.701015, Knickerbocker Avenue, 11237, Brooklyn, Pizza/Italian
40370436, Rossini'S, 108, -73.9788758, 40.7491708, East   38 Street, 10016, Manhattan, Italian
40370449, Pat'S Stationary, 49-20, -73.90725640000001, 40.7601082, 30 Avenue, 11377, Queens, American
40370463, Three Guy'S Restaurant, 960, -73.96408199999999, 40.7741339, Madison Avenue, 10021, Manhattan, American
40370497, Cucina Vivolo, 138140, -73.9574128, 40.7701235, East   74 Street, 10021, Manhattan, Italian
40370507, The Players Club, 16, -73.986685, 40.73756400000001, Gramercy Park South, 10003, Manhattan, American
40370519, Divers Cove, 2901, -73.792701, 40.7702099, Francis Lewis Boulevard, 11358, Queens, American
40370638, Tjk Cafe & Restaurant, 24904, -73.7310899, 40.7603325, Horace Harding Boulevard, 11362, Queens, American
40370759, Cafe Espanol, 172, -74.0007509, 40.7287609, Bleecker Street, 10012, Manhattan, Spanish
40370766, Smith & Wollensky, 201, -73.9704988, 40.7552269, East   49 Street, 10017, Manhattan, American
40370781, Mcdonald'S, 16011, -73.802319, 40.780748, Willets Point Boulevard, 11357, Queens, Hamburgers
40370856, Olive Tree Cafe & Comedy Cellar, 117, -74.00057799999999, 40.730204, Mac Dougal Street, 10012, Manhattan, American
40370910, Perkins Family Restaurant & Bakery, 1745, -74.146976, 40.625178, Forest Avenue, 10303, Staten, American
40370916, Burger King, 25810, -73.70073909999999, 40.73895539999999, Hillside Avenue, 11004, Queens, Hamburgers
40370917, Burger King, 9006, -73.9195106, 40.6527642, Church Avenue, 11236, Brooklyn, Hamburgers
40370935, Tokubei 86, 314, -73.951172, 40.7773139, East   86 Street, 10028, Manhattan, Japanese
40370939, Manducatis, 1327, -73.9491317, 40.7445755, Jackson Avenue, 11101, Queens, Italian
40370946, Sizzler, 10027, -73.85223080000002, 40.7109144, Metropolitan Ave, 11375, Queens, American
40370994, Mama Lucia, 1701, -73.96123879999999, 40.635193, Foster Avenue, 11230, Brooklyn, Italian
40371281, Coliseum Bar Restaurant, 312, -73.9832993, 40.76754440000001, West   58 Street, 10019, Manhattan, American
40371313, Mariella Pizza, 180, -73.98621539999999, 40.7350907, 3 Avenue, 10003, Manhattan, Pizza
40371323, Vinny'S Pizza, 19901, -73.79014660000001, 40.769692, 32 Avenue, 11358, Queens, Pizza
40371419, Kosher Delight, 1223, -73.9633849, 40.625169, Avenue J, 11230, Brooklyn, Jewish/Kosher
40371454, West Bank Cafe, 407, -73.99283419999999, 40.75885830000001, West   42 Street, 10036, Manhattan, American
40371588, The Four Seasons, 99, -73.972235, 40.758066, East   52 Street, 10022, Manhattan, American
40371614, La Baraka Restaurant, 255-09, -73.734425, 40.7723579, Northern Boulevard, 11362, Queens, French
40371684, Dairy Luncheonette, 4801, -73.984858, 40.631394, 16 Avenue, 11204, Brooklyn, Jewish/Kosher
40371718, Zafi'S Luncheonette, 500, -73.9828058, 40.7150766, Grand Street, 10002, Manhattan, American
40371727, La Palina Restaurant, 159, -73.9788552, 40.6109657, Avenue O, 11204, Brooklyn, Italian
40371771, Schaffer'S Tavern, 2055, -74.1321, 40.61266000000001, Victory Boulevard, 10314, Staten, American
40371805, Ty'S, 114, -74.00529, 40.73302899999999, Christopher Street, 10014, Manhattan, American
40371807, Aunt Bella'S Rest Of Little Neck, 4619, -73.7363139, 40.767005, Marathon Parkway, 11362, Queens, Italian
40371906, Mariner Inn, 3501, -73.9321411, 40.6094715, Avenue S, 11234, Brooklyn, American
40371988, North Shore Diner, 19652, -73.78421000000002, 40.7577566, Northern Blvd, 11358, Queens, American
40372016, Exclusive Catering, 275, -74.1235473, 40.6215341, Martling Ave, 10314, Staten, American
40372112, Green House Cafe, 7717, -74.028273, 40.62951959999999, Third Avenue, 11209, Brooklyn, American
40372196, Mcdonald'S, 3660, -73.82339809999999, 40.8276846, East Tremont Avenue, 10465, Bronx, Hamburgers
40372258, Water Front Crab House, 203, -73.958372, 40.7420277, Borden Avenue, 11101, Queens, American
40372262, La Ripaille Restaurant, 605, -74.0060152, 40.7372653, Hudson Street, 10014, Manhattan, French
40372357, Marina Cafe, 154, -74.1408495, 40.5441055, Mansion Ave, 10308, Staten, Italian
40372417, Don Filippo Restaurant, 1133, -73.958885, 40.7745559, Lexington Avenue, 10075, Manhattan, Italian
40372422, Burger King, 92-83, -73.8664386, 40.7319364, Queens Boulevard, 11374, Queens, Hamburgers
40372426, Dazies Restaurant, 3941, -73.9245566, 40.7441786, Queens Boulevard, 11104, Queens, Italian
40372433, Triestes Restaurant, 7316, -73.89310739999999, 40.7545576, Northern Boulevard, 11372, Queens, Italian
40372445, Omonia Cafe, 3220, -73.924072, 40.76108900000001, Broadway, 11106, Queens, Greek
40372466, Murals On 54/Randolphs'S, 65, -73.9782725, 40.7624022, West   54 Street, 10019, Manhattan, American
40372485, Veterans Of Foreign Wars Post #107 Canteen, 2414, -73.931262, 40.598023, Gerritsen Avenue, 11229, Brooklyn, American
40372523, Caruso Pizza #2, 1, -73.990556, 40.749722, Penn Plaza, 10001, Manhattan, Pizza
40372596, Tropical House Baking Co., 267, -73.933605, 40.669476, Schenectady Avenue, 11213, Brooklyn, Bakery
40372618, Burger King, 154-05, -73.780574, 40.6679415, Rockaway Boulevard, 11434, Queens, Hamburgers
40372631, Yankee Jz Pizza, 1599, -73.87575, 40.8294396, Westchester Avenue, 10472, Bronx, Pizza
40372694, Clinton Restaurant, 917, -73.8128627, 40.7931101, Clintonville Street, 11357, Queens, Italian
40372787, Shabu-Shabu 70 Restaurant, 314, -73.958529, 40.766908, East   70 Street, 10021, Manhattan, Japanese
40372831, Chen'S Chinese, 1434, -74.0986428, 40.5942955, Richmond Road, 10304, Staten, Chinese
40372944, The Greek Corner, 322, -73.993539, 40.7474898, 7 Avenue, 10001, Manhattan, American
40372971, Racquet & Tennis Club, 370, -73.97328379999999, 40.7588047, Park Avenue, 10022, Manhattan, American
40372999, Casa Pepe, 114, -74.031688, 40.6374532, Bayridge Avenue, 11220, Brooklyn, Mexican
40373113, Astro Restaurant, 101, -73.97831029999999, 40.7632329, West 55 Street, 10019, Manhattan, American
40373118, Golden Dove Diner, 3281, -74.1690735, 40.5589805, Richmond Avenue, 10312, Staten, American
40373149, Caffe Dante, 79, -74.0018619, 40.7288849, Mac Dougal Street, 10012, Manhattan, Italian
40373160, Korner Pizzeria, 226, -73.9777137, 40.6433389, Church Avenue, 11218, Brooklyn, Pizza/Italian
40373272, Henry'S End, 44, -73.992182, 40.699702, Henry Street, 11201, Brooklyn, American
40373318, Souen Restaurant, 210, -74.0062401, 40.7397546, 6 Avenue, 10014, Manhattan, Japanese
40373462, Villa Berulia, 107, -73.98053949999999, 40.7469315, East   34 Street, 10016, Manhattan, Italian
40373500, Victor'S Cafe, 236, -73.9840766, 40.7628868, West   52 Street, 10019, Manhattan, Latin
40373597, Petes Pizzeria & Restaurant, 7522, -74.0282415, 40.6309663, 3 Avenue, 11209, Brooklyn, Pizza/Italian
40373656, Keens Steakhouse, 72, -73.98646339999999, 40.7507174, West   36 Street, 10018, Manhattan, Steak
40373669, Bar 515, 515, -73.97752600000001, 40.745973, 3 Avenue, 10016, Manhattan, American
40373794, Ready Penny Inn, 3707, -73.8924962, 40.7485672, 73 Street, 11372, Queens, Irish
40373888, Il Mulino, 86, -73.99914799999999, 40.729735, West    3 Street, 10012, Manhattan, Italian
40373889, Felidia Restaurant, 243, -73.9651212, 40.7603438, East   58 Street, 10022, Manhattan, Italian
40373909, Mcdonald'S, 5804, -73.9216671, 40.6447189, Clarendon Road, 11203, Brooklyn, Hamburgers
40373912, The Malt House, 206, -73.9993545, 40.7286288, Thompson Street, 10012, Manhattan, Armenian
40373937, Shun Lee, 37, -73.9812519, 40.7728753, West 65 Street, 10023, Manhattan, Chinese
40373938, Ihop, 5655, -73.90401159999999, 40.8803571, Broadway, 10463, Bronx, Pancakes/Waffles
40373948, Bridgeview Diner, 9011, -74.0318242, 40.62062239999999, Third Avenue, 11209, Brooklyn, American
40373984, Burke'S Pub, 69-47, -73.894071, 40.726984, Grand Avenue, 11378, Queens, American
40374015, Hill Tap Tavern, 8303, -73.884337, 40.733269, Grand Avenue, 11373, Queens, American
40374088, Pongsri Thai Restaurant, 244, -73.9865289, 40.7606981, West   48 Street, 10036, Manhattan, Thai
40374131, Primavera Pizza & Pasta, 1005, -73.967288, 40.757018, 2 Avenue, 10022, Manhattan, Pizza/Italian
40374136, Tony'S Pier Restaurant, 1, -73.78309349999999, 40.8374725, City Island Ave, 10464, Bronx, Seafood
40374192, Elio'S, 1621, -73.95285799999999, 40.77684199999999, Second Avenue, 10028, Manhattan, Italian
40374259, Quality Cafe & Restaurant, 2942, -73.832183, 40.84710099999999, Westchester Avenue, 10461, Bronx, American
40374266, Kasteli Ii, 372, -73.995662, 40.748717, 8 Avenue, 10001, Manhattan, American
40374268, Victoria Pizza, 2716, -73.9254891, 40.59284479999999, Gerritsen Avenue, 11229, Brooklyn, Pizza
40374277, Molly Wee Pub, 402, -73.9949622, 40.7496446, 8 Avenue, 10001, Manhattan, Irish
40374325, La Mediterranee Restaurant, 947, -73.96864699999999, 40.755183, 2 Avenue, 10022, Manhattan, French
40374395, El Caribe, 5945, -73.91535139999999, 40.6087346, Strickland Avenue, 11234, Brooklyn, Italian
40374415, Omen Japanese Cuisine, 113, -74.0019729, 40.7260047, Thompson Street, 10012, Manhattan, Japanese
40374460, Mcdonald'S, 72-69, -73.8122829, 40.727543, Kissena Boulevard, 11367, Queens, Hamburgers
40374507, Mcdonald'S, 82, -73.9917897, 40.6913932, Court Street, 11201, Brooklyn, Hamburgers
40374559, Bar Vetro, 222, -73.96607999999999, 40.7602774, East   58 Street, 10022, Manhattan, Italian
40374711, Rosie O'Grady Restaurant, 800, -73.982506, 40.762621, 7 Avenue, 10019, Manhattan, Irish
40374814, Europa Go-Go Dancing, 9402, -73.807086, 40.6988, Sutphin Boulevard, 11435, Queens, American
40374834, Casa Bella, 127, -73.9982079, 40.7180815, Mulberry Street, 10013, Manhattan, Italian
40374968, Raccoon Lodge, 59, -74.0095812, 40.71463749999999, Warren Street, 10007, Manhattan, American
40374974, Chez Napolean, 365, -73.9883256, 40.76344890000001, West 50 Street, 10019, Manhattan, French
40375108, Turkey'S Nest Tavern, 94, -73.9550857, 40.72063869999999, Bedford Avenue, 11249, Brooklyn, American
40375136, Sabrosura Restaurant, 1200, -73.8507489, 40.832069, Castle Hill Avenue, 10462, Bronx, Chinese/Cuban
40375286, La Villa De Pizza & Restaurant, 82-07, -73.8520417, 40.6666793, 153 Avenue, 11414, Queens, Pizza
40375369, Ozone Pizzeria, 96-15, -73.8426307, 40.6808917, Liberty Avenue, 11417, Queens, Pizza/Italian
40375371, Ponticello Restaurant, 46-11, -73.913591, 40.756706, Broadway, 11103, Queens, Italian
40375376, Agra Restaurant, 807, -73.96643449999999, 40.7641697, Lexington Avenue, 10065, Manhattan, Indian
40375521, Lindy'S, 825, -73.9813814, 40.76306150000001, 7 Avenue, 10019, Manhattan, American
40375616, Arturo'S, 1617, -73.947847, 40.775478, York Avenue, 10028, Manhattan, Italian
40375634, Paris Blues, 2021, -73.9500845, 40.8064061, 7 Avenue, 10027, Manhattan, American
40375699, Gene'S Resturant, 73, -73.9977952, 40.7353195, West   11 Street, 10011, Manhattan, Italian
40375819, Maria Ristorante, 3073, -73.9367236, 40.5842786, Emmons Avenue, 11235, Brooklyn, Italian
40375839, Cozy Soup & Burger, 739, -73.993406, 40.730003, Broadway, 10003, Manhattan, American
40375899, Neron'S Pizza, 21532, -73.74878939999999, 40.7271425, Hillside Avenue, 11427, Queens, Pizza
40375929, Villa Fiorita, 7720, -73.9977997, 40.6118897, 18 Avenue, 11214, Brooklyn, Italian
40375972, Vegas Diner, 1619, -74.0065917, 40.609992, 86 Street, 11214, Brooklyn, American
40376029, Moms Luncheonette, 10102, -73.840374, 40.683319, 103 Avenue, 11417, Queens, American
40376031, Candle Bar, 309, -73.9801846, 40.7801316, Amsterdam Avenue, 10023, Manhattan, American
40376039, Tevere 84, 155, -73.9558969, 40.778154, East   84 Street, 10028, Manhattan, Jewish/Kosher
40376067, Haagen-Dazs, 1, -73.990556, 40.749722, Penn Plaza, 10001, Manhattan, Ice
40376077, Fontana Famous Pizza & Gyro, 20002, -73.782866, 40.757529, Northern Boulevard, 11361, Queens, Greek
40376121, Charlie'S Mom Chinese Restaurant, 464, -92.73084399999999, 41.7461462, 6 Avenue, 10011, Manhattan, Chinese
40376142, Lusardi'S Restaurant, 1494, -73.955387, 40.772368, Second Avenue, 10075, Manhattan, Italian
40376204, Portofino, 10932, -73.8397963, 40.7191179, Ascan Avenue, 11375, Queens, Italian
40376290, King'S Arms Restaurant, 500, -74.1069208, 40.6302784, Forest Avenue, 10310, Staten, American
40376352, Blue Note Jazz, 131, -74.00064259999999, 40.7309096, West 3 Street, 10012, Manhattan, American
40376493, The Water Club, 500, -73.9724015, 40.7403386, East   30 Street, 10016, Manhattan, Seafood
40376495, Marco Polo Ristorante, 345, -73.9957111, 40.6821943, Court Street, 11231, Brooklyn, Italian
40376496, Manhattan Monster, 80, -74.0023353, 40.7333573, Grove Street, 10014, Manhattan, American
40376515, American Museum Of Natural History Food Court, , -73.97911239999999, 40.7834791, W 79 Street, 10024, Manhattan, American
40376583, War Memorial Ice Skating Rink, 0, -84.1899005, 39.7642657, Memorial Ice Skating, 10314, Staten, American
40376635, Tripoli Restaurant, 156, -73.9946329, 40.690043, Atlantic Avenue, 11201, Brooklyn, Mediterranean
40376687, Chez Jaqueline, 72, -74.001763, 40.7282465, Mac Dougal Street, 10012, Manhattan, French
40376718, Pj Bernstein Deli & Restaurant, 1215, -73.9612178, 40.7684788, Third Avenue, 10021, Manhattan, Delicatessen
40376735, Pj Carney'S, 906, -73.980002, 40.7659216, 7 Avenue, 10019, Manhattan, Irish
40376933, Water'S Edge Club, 401, -74.3731727, 40.4404759, 44 Drive Foot E.River, 11101, Queens, American
40376944, Tomoe Sushi, 172, -74.0001023, 40.7276736, Thompson Street, 10012, Manhattan, Japanese
40377111, Amsterdam Restaurant & Tapas Lounge, 1207, -73.9592644, 40.8088612, Amsterdam Avenue, 10027, Manhattan, American
40377124, Jp'S Waterside Restaurant, 703, -73.79064389999999, 40.8575687, Minnieford Ave, 10464, Bronx, Seafood
40377164, Rogers Irish Tavern, 203, -73.83732549999999, 40.57984829999999, Beach  116 Street, 11694, Queens, Irish
40377243, John & Joe Pizzeria & Restaurant, 749, -73.8657838, 40.8544744, Lydig Avenue, 10462, Bronx, Pizza/Italian
